1, 9.0675, 0.151554
2, 4.85, 0
3, 3.15, 0
4, 2.82, 0
5, 3.11, 0
6, 2.79, 0
7, 2.8625, 0.0995929
8, 5.085, 0.425
9, 5.525, 1.63679
10, 5.09, 1.57617
