1, 8.36, 0
2, 3.46, 0
3, 3.07, 0
4, 3.15, 0
5, 3.15, 0.0282843
6, 2.835, 0.015
7, 2.89, 0
8, 2.96, 0
9, 3.06, 0.0173205
10, 3.28, 0
